2016-05-27 12:24:57,1794,37,0.02048083462493685,136314880,17,-1.0
2016-05-27 12:25:57,1794,21,0.011282663686587575,136314880,22,-1.0
2016-05-27 12:30:17,1794,21,0.01133500748422311,136314880,22,-1.0
2016-05-27 12:31:20,1794,23,0.012402349704441918,136314880,22,-1.0
2016-05-27 13:38:56,1794,28,0.015349479466090032,136314880,15,-1.0
2016-05-27 13:40:01,1794,10,0.005349721556685743,136314880,17,-1.0
2016-05-27 13:44:17,1794,9,0.0049876957412198185,136314880,17,-1.0
2016-05-27 13:46:32,1794,33,0.017902186995063324,136314880,20,-1.0
2016-05-27 13:47:35,1794,23,0.01254514572799075,136314880,27,-1.0
2016-05-27 13:49:16,1794,12,0.0064682124329836065,136314880,21,-1.0
2016-05-27 13:50:41,1794,23,0.012717760746032368,136314880,27,-1.0
2016-05-27 13:55:14,1794,36,0.019909803644962285,136314880,21,-1.0
2016-05-27 13:56:26,1794,24,0.013055394615496848,136314880,27,-1.0
2016-05-27 14:09:52,1794,23,0.012581620937913748,136314880,27,-1.0
2016-05-27 14:12:35,1794,13,0.006771535957479704,136314880,21,-1.0
2016-05-27 14:16:08,1794,14,0.007790562134703495,136314880,21,-1.0
2016-05-27 14:17:10,1794,32,0.017759939630805546,136314880,23,-1.0
2016-05-27 14:18:18,1794,32,0.017812317453823473,136314880,23,-1.0
2016-05-27 14:19:19,1794,21,0.011344662186476517,136314880,25,-1.0
2016-05-27 14:24:02,1794,38,0.020685701452312202,136314880,21,-1.0
2016-05-27 14:26:22,1794,33,0.01813396364673705,136314880,20,-1.0
2016-05-27 14:29:30,1794,31,0.01727707266977849,136314880,20,-1.0
2016-05-27 14:30:31,1794,33,0.01809462179834762,136314880,23,-1.0
2016-05-27 14:33:12,1794,33,0.018197927112459062,136314880,23,-1.0
2016-05-27 14:34:53,1794,22,0.012040889560958242,136314880,25,-1.0
2016-05-27 14:38:09,1794,22,0.012142361757593376,136314880,25,-1.0
2016-05-27 14:39:26,1794,16,0.008813135458041532,136314880,22,-1.0
2016-05-27 14:40:26,1794,31,0.01703469285831722,136314880,23,-1.0
2016-05-27 14:41:26,1794,32,0.017428264456432266,136314880,23,-1.0
2016-05-27 14:44:25,1794,32,0.017388076226655867,136314880,23,-1.0
2016-05-27 14:46:41,1794,32,0.017508113522558013,136314880,23,-1.0
2016-05-27 14:47:45,1794,19,0.010416381704089143,136314880,25,-1.0
2016-05-27 14:48:48,1794,21,0.01147967065063064,136314880,26,-1.0
2016-05-27 14:49:58,1794,23,0.012442269984331992,136314880,27,-1.0
2016-05-27 14:51:54,1794,31,0.017240546421781907,136314880,23,-1.0
2016-05-27 14:52:56,1794,22,0.011845609385071513,136314880,26,-1.0
2016-05-27 14:53:59,1794,22,0.011936623029794258,136314880,26,-1.0
2016-05-27 14:55:19,1794,23,0.012622800156952284,136314880,27,-1.0
2016-05-27 14:56:28,1794,24,0.012893995214125814,136314880,27,-1.0
2016-05-27 15:11:11,1794,20,0.01111513546321339,136314880,26,-1.0
2016-05-27 15:12:11,1794,22,0.01187100082668069,136314880,27,-1.0
2016-05-27 15:59:09,1794,37,0.02040464328741812,136314880,17,-1.0
2016-05-27 16:58:58,1794,31,0.017094071403762064,136314880,27,-1.0
2016-05-27 21:45:49,1794,33,0.018213395901928504,136314880,27,-1.0
2016-05-27 22:08:49,1794,9,0.004854052545534128,136314880,17,-1.0
2016-05-27 22:12:33,1794,30,0.01662378958104683,136314880,23,-1.0
2016-05-27 22:16:30,1794,32,0.017580047434105083,136314880,23,-1.0
2016-05-27 22:19:52,1794,31,0.017157243779343488,136314880,23,-1.0
